vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,time_of_day,green_N,green_S,green_E,green_W,priority_order
28.0,43.0,13.0,20.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,102.57352941176468,185.29411764705878,69.48529411764707,92.64705882352942,SNWE
16.0,15.0,31.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,37.89473684210526,59.21052631578947,116.05263157894737,11.842105263157897,ESNW
67.0,83.0,90.0,84.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,141.044776119403,177.3134328358209,181.34328358208955,175.29850746268656,ESWN
49.0,0.0,36.0,50.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,89.4230769230769,0.0,56.25,79.3269230769231,NWES
25.0,40.0,28.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,143.33333333333334,133.33333333333334,126.66666666666667,46.666666666666664,NSEW
41.0,22.0,33.0,29.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,181.57894736842107,146.05263157894737,181.57894736842107,165.78947368421052,NEWS
1.0,35.0,3.0,46.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,61.875,281.25,73.125,258.75,SWEN
40.0,4.0,24.0,36.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,162.11180124223606,47.515527950310556,117.3913043478261,122.98136645962734,NWES
36.0,32.0,9.0,21.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,231.71641791044775,226.67910447761196,110.82089552238806,105.78358208955225,NSEW
50.0,39.0,17.0,45.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,143.38235294117646,119.11764705882355,66.1764705882353,121.3235294117647,NWSE
11.0,17.0,39.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,90.0,94.73684210526315,198.94736842105263,66.3157894736842,ESNW
8.0,20.0,0.0,12.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,2.0,204.06976744186048,156.9767441860465,102.03488372093021,211.91860465116278,WNSE
0.0,42.0,40.0,42.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,49.090909090909086,136.36363636363637,150.0,114.54545454545453,ESWN
0.0,17.0,36.0,48.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,4.927007299270073,44.34306569343066,88.68613138686132,87.04379562043796,EWSN
35.0,48.0,29.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,137.5796178343949,160.50955414012742,97.45222929936307,54.45859872611465,SNEW
14.0,40.0,3.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,83.00970873786409,196.60194174757277,69.90291262135923,100.4854368932039,SWNE
36.0,33.0,38.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,60.90225563909774,81.203007518797,72.74436090225564,10.150375939849624,SENW
6.0,6.0,38.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,41.25,41.25,198.75,168.75,EWNS
8.0,13.0,49.0,18.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,52.7027027027027,93.24324324324324,198.64864864864865,105.4054054054054,EWSN
13.0,45.0,32.0,45.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,114.54545454545453,204.5454545454546,130.9090909090909,225.0,WSEN
3.0,5.0,48.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,18.36734693877551,22.95918367346939,133.16326530612244,50.51020408163265,EWSN
23.0,48.0,24.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,85.13513513513514,185.47297297297297,112.5,66.8918918918919,SENW
37.0,30.0,5.0,37.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,59.602649006622514,71.52317880794702,34.271523178807946,59.602649006622514,SNWE
2.0,13.0,45.0,15.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,12.980769230769232,168.75,376.4423076923077,116.82692307692308,ESWN
37.0,19.0,17.0,23.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,151.11940298507466,97.38805970149254,73.88059701492537,127.61194029850746,NWSE
44.0,2.0,48.0,43.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,151.71428571428572,30.85714285714286,131.14285714285714,136.28571428571428,NWES
10.0,18.0,19.0,34.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,120.53571428571429,156.69642857142856,192.85714285714283,204.91071428571428,WESN
15.0,8.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,80.35714285714285,96.42857142857142,305.3571428571429,192.85714285714283,EWSN
26.0,38.0,10.0,32.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,199.10071942446044,184.53237410071947,87.41007194244605,203.9568345323741,WNSE
24.0,45.0,10.0,15.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,130.0,183.33333333333331,60.0,76.66666666666664,SNWE
13.0,46.0,41.0,29.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,87.71186440677965,232.62711864406776,213.55932203389833,141.10169491525423,SEWN
33.0,17.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,176.78571428571428,133.92857142857144,139.2857142857143,0.0,NESW
13.0,12.0,18.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,133.51648351648353,89.01098901098902,192.85714285714283,259.61538461538464,WENS
1.0,20.0,33.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,43.18181818181818,63.63636363636363,86.36363636363636,31.818181818181817,ESNW
37.0,3.0,40.0,37.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,129.8076923076923,46.153846153846146,138.46153846153848,135.5769230769231,EWNS
32.0,10.0,0.0,13.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,187.12871287128712,124.75247524752476,44.554455445544555,93.56435643564356,NSWE
7.0,13.0,47.0,23.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,53.57142857142857,99.99999999999999,196.42857142857142,99.99999999999999,ESWN
26.0,1.0,10.0,14.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,164.73214285714283,44.19642857142857,112.5,128.57142857142856,NWES
21.0,13.0,37.0,39.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,94.25675675675676,85.13513513513514,127.70270270270268,142.9054054054054,WENS
63.0,97.0,92.0,95.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,122.07446808510637,179.5212765957447,179.5212765957447,193.8829787234043,WSEN
37.0,1.0,14.0,45.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,82.72058823529413,14.889705882352942,23.16176470588235,104.22794117647058,WNES
23.0,7.0,3.0,12.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,114.70588235294117,110.29411764705881,92.64705882352942,132.3529411764706,WNSE
39.0,6.0,48.0,44.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,151.77514792899407,37.278106508875744,135.7988165680473,125.14792899408282,NEWS
2.0,49.0,12.0,24.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,40.6015037593985,175.93984962406014,101.50375939849623,131.95488721804512,SWEN
47.0,4.0,36.0,49.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,226.21621621621622,62.027027027027025,160.54054054054055,226.21621621621622,NWES
47.0,12.0,7.0,39.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,75.0,35.1063829787234,23.936170212765962,90.95744680851062,WNSE
16.0,27.0,31.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,107.77310924369748,226.89075630252103,260.92436974789916,79.41176470588236,ESNW
2.0,25.0,27.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,104.38144329896907,229.63917525773198,243.55670103092783,97.42268041237114,ESNW
10.0,28.0,49.0,35.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,112.5,152.67857142857144,237.0535714285714,172.76785714285714,EWSN
2.0,27.0,43.0,44.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,47.093023255813954,176.59883720930236,239.38953488372093,211.91860465116278,EWSN
48.0,45.0,34.0,43.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,139.65517241379308,99.7536945812808,108.62068965517243,101.9704433497537,NEWS
15.0,22.0,3.0,17.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,153.4090909090909,112.5,81.81818181818183,102.27272727272728,NSWE
22.0,8.0,7.0,17.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,57.39795918367347,48.21428571428571,57.39795918367347,61.98979591836735,WNES
26.0,6.0,37.0,32.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,195.39473684210526,93.25657894736844,199.83552631578945,186.51315789473688,ENWS
7.0,37.0,29.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,25.2,180.0,169.2,75.6,SEWN
26.0,30.0,29.0,7.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,65.42553191489361,68.61702127659574,59.04255319148936,31.914893617021278,SNEW
11.0,27.0,8.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,148.2954545454546,163.63636363636365,132.95454545454544,5.113636363636364,SNEW
9.0,35.0,7.0,7.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,88.39285714285714,200.89285714285717,100.44642857142858,60.26785714285714,SENW
49.0,19.0,19.0,19.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,156.0,102.0,111.0,81.0,NESW
34.0,27.0,34.0,34.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,126.0,111.0,102.0,111.0,NSWE
28.0,30.0,10.0,37.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,121.69811320754717,135.8490566037736,36.79245283018868,155.66037735849056,WSNE
4.0,27.0,12.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,13.695652173913045,58.69565217391305,48.91304347826087,103.69565217391303,WSEN
48.0,20.0,37.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,142.54658385093165,64.28571428571428,103.41614906832297,139.75155279503105,NWES
17.0,44.0,22.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,31.097560975609756,104.26829268292683,54.8780487804878,34.75609756097561,SEWN
26.0,1.0,49.0,33.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,138.46153846153848,44.05594405594405,163.63636363636365,103.84615384615387,ENWS
20.0,13.0,29.0,44.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,126.0,103.5,189.00000000000003,256.5,WENS
17.0,14.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,145.25316455696202,119.62025316455697,384.493670886076,25.632911392405063,ENSW
30.0,5.0,43.0,42.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,175.68493150684927,46.23287671232877,221.91780821917806,231.16438356164383,WENS
34.0,31.0,10.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,182.8125,145.3125,70.3125,276.5625,WNSE
78.0,65.0,90.0,78.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,108.10055865921788,98.04469273743014,129.46927374301677,114.38547486033518,EWNS
28.0,40.0,29.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,109.45945945945948,121.62162162162163,103.37837837837839,115.54054054054052,SWNE
8.0,27.0,27.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,84.375,126.5625,150.0,89.0625,ESWN
40.0,45.0,2.0,28.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,248.16176470588238,238.2352941176471,9.926470588235293,178.6764705882353,NSWE
49.0,31.0,15.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,235.16129032258064,148.06451612903226,130.64516129032256,161.1290322580645,NWSE
7.0,46.0,3.0,16.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,135.0,282.27272727272725,98.18181818181817,159.5454545454546,SWNE
19.0,35.0,32.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,98.78048780487805,128.0487804878049,128.0487804878049,95.12195121951218,SENW
32.0,31.0,13.0,42.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,54.6875,56.25,35.93749999999999,78.125,WSNE
45.0,16.0,24.0,50.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,69.01840490797547,28.987730061349694,37.26993865030675,89.72392638036811,WNES
36.0,10.0,49.0,48.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,175.6377551020408,61.98979591836735,220.4081632653061,216.96428571428572,EWNS
48.0,19.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,191.15044247787608,115.48672566371681,55.75221238938053,87.61061946902655,NSWE
13.0,21.0,49.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,90.0,67.5,205.7142857142857,86.78571428571428,ENWS
41.0,0.0,30.0,20.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,94.82142857142857,20.892857142857142,69.10714285714286,40.17857142857143,NEWS
16.0,27.0,50.0,16.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,91.45161290322582,195.9677419354839,261.2903225806451,126.29032258064517,ESWN
98.0,99.0,99.0,83.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,182.09302325581396,178.95348837209303,167.96511627906975,145.98837209302326,NSEW
9.0,23.0,48.0,36.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,28.52112676056338,129.92957746478874,177.46478873239434,114.08450704225352,ESWN
2.0,48.0,16.0,33.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,22.058823529411764,89.70588235294117,49.99999999999999,63.23529411764706,SWEN
81.0,100.0,74.0,89.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,162.93103448275863,184.41644562334216,150.3978779840849,177.25464190981432,SWNE
15.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,171.6101694915254,125.84745762711864,297.45762711864404,80.08474576271186,ENSW
3.0,38.0,0.0,25.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,84.375,246.63461538461536,64.90384615384616,279.08653846153845,WSNE
28.0,24.0,17.0,45.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,178.5483870967742,104.51612903225806,139.35483870967744,252.58064516129033,WNES
47.0,39.0,7.0,35.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,280.8724832214765,190.26845637583892,45.30201342281879,158.55704697986582,NSWE
16.0,49.0,7.0,17.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,96.66666666666667,223.33333333333334,23.333333333333332,106.66666666666667,SWNE
40.0,47.0,24.0,34.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,139.04494382022472,131.46067415730334,85.95505617977528,93.53932584269663,NSWE
25.0,13.0,23.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,115.38461538461537,69.23076923076924,88.46153846153845,176.9230769230769,WNES
73.0,81.0,87.0,98.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,111.27717391304346,102.71739130434784,106.38586956521739,129.6195652173913,WNES
48.0,34.0,30.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,158.1818181818182,100.90909090909092,117.27272727272728,73.63636363636364,NESW
6.0,11.0,8.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,58.56164383561643,89.38356164383559,24.65753424657534,52.3972602739726,SNWE
19.0,2.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,45.83333333333333,35.416666666666664,104.16666666666667,39.583333333333336,ENWS
40.0,22.0,5.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,320.0431034482759,145.47413793103448,116.37931034482757,93.10344827586206,NSEW
28.0,40.0,50.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,78.37078651685394,121.34831460674158,126.40449438202248,123.87640449438202,EWSN
28.0,18.0,32.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,84.65346534653465,62.37623762376238,71.28712871287128,6.683168316831683,NESW
27.0,32.0,45.0,15.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,46.05263157894736,65.78947368421052,82.89473684210526,30.263157894736842,ESNW
4.0,5.0,38.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,97.15909090909092,25.56818181818182,209.6590909090909,117.61363636363636,EWNS
34.0,47.0,41.0,38.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,58.208955223880594,61.56716417910448,51.49253731343284,53.73134328358209,SNWE
41.0,40.0,26.0,32.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,131.25,124.21875,96.09375,98.4375,NSWE
40.0,5.0,21.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,255.15463917525773,23.19587628865979,97.42268041237114,74.22680412371135,NEWS
26.0,35.0,39.0,13.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,116.0377358490566,107.54716981132076,161.32075471698113,65.0943396226415,ENSW
47.0,31.0,28.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,225.0,147.1153846153846,199.03846153846155,103.84615384615387,NESW
36.0,36.0,24.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,132.83132530120483,97.59036144578313,105.72289156626508,113.85542168674698,NWES
45.0,44.0,15.0,38.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,215.84302325581396,231.5406976744186,78.48837209302324,149.12790697674419,SNWE
28.0,32.0,27.0,48.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,152.67857142857144,188.83928571428572,108.48214285714286,225.0,WSNE
19.0,24.0,31.0,23.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,127.43362831858406,95.57522123893806,135.39823008849558,91.59292035398231,ENSW
32.0,28.0,46.0,6.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,174.65034965034965,217.13286713286712,240.73426573426576,42.48251748251749,ESNW
15.0,46.0,3.0,42.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,113.25503355704699,231.04026845637586,58.89261744966443,271.8120805369128,WSNE
2.0,38.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838709677419356,91.93548387096776,9.677419354838714,118.54838709677418,WSEN
50.0,48.0,30.0,33.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,59.21052631578947,65.66985645933015,48.44497607655504,51.674641148325364,SNWE
11.0,20.0,26.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,67.5,171.8181818181818,239.3181818181818,196.36363636363635,EWSN
44.0,17.0,17.0,12.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,245.93023255813952,183.1395348837209,141.27906976744188,104.65116279069767,NSEW
46.0,7.0,19.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,114.43965517241378,42.672413793103445,36.85344827586207,31.03448275862069,NSEW
9.0,11.0,35.0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,59.55882352941177,158.8235294117647,231.61764705882354,225.0,EWSN
42.0,0.0,50.0,20.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,277.39726027397256,36.986301369863014,254.28082191780823,106.33561643835615,NEWS
15.0,5.0,33.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,108.94736842105263,94.73684210526315,194.21052631578948,52.10526315789474,ENSW
42.0,13.0,42.0,37.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,180.80357142857144,92.41071428571428,200.89285714285714,200.89285714285714,EWNS
25.0,29.0,14.0,31.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,153.62068965517238,218.79310344827584,111.72413793103448,190.86206896551727,SWNE
38.0,43.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,260.79545454545456,286.3636363636364,30.68181818181818,97.15909090909092,SNWE
8.0,32.0,8.0,29.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,49.57627118644068,70.55084745762713,24.78813559322034,80.08474576271186,WSNE
9.0,49.0,34.0,43.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,46.08433734939759,154.51807228915663,105.72289156626508,143.67469879518072,SWEN
36.0,0.0,43.0,16.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,162.13235294117646,16.544117647058826,191.91176470588235,79.41176470588236,ENWS
46.0,49.0,3.0,42.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,195.28301886792448,241.9811320754717,25.471698113207548,212.26415094339623,SWNE
29.0,21.0,14.0,6.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,260.0917431192661,191.9724770642202,105.27522935779818,117.66055045871559,NSWE
7.0,5.0,41.0,48.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,119.75806451612904,43.54838709677419,223.18548387096774,288.508064516129,WENS
40.0,48.0,15.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,165.62500000000003,190.625,62.50000000000001,31.250000000000004,SNEW
0.0,6.0,17.0,29.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,70.3125,168.75,175.78125,260.15625,WESN
27.0,34.0,10.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,217.17391304347828,199.56521739130437,117.3913043478261,140.86956521739125,NSWE
11.0,38.0,34.0,48.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,70.46703296703296,196.56593406593407,174.31318681318683,233.6538461538462,WSEN
27.0,35.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,112.5,166.66666666666666,58.333333333333336,112.5,SNWE
46.0,27.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,219.4214876033058,167.35537190082644,40.909090909090914,22.314049586776857,NSEW
17.0,4.0,16.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,84.6153846153846,34.61538461538462,111.53846153846155,219.23076923076923,WENS
