vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,time_of_day,green_N,green_S,green_E,green_W,priority_order
32.0,43.0,3.0,29.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,147.94520547945206,282.02054794520546,50.85616438356164,194.1780821917808,SWNE
19.0,5.0,28.0,28.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,171.4285714285714,96.42857142857142,203.57142857142856,203.57142857142856,EWNS
26.0,21.0,44.0,48.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,173.68421052631578,94.73684210526316,185.5263157894737,221.05263157894737,WENS
38.0,1.0,20.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,287.3762376237624,26.73267326732673,233.9108910891089,126.98019801980196,NEWS
5.0,3.0,39.0,42.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,81.0,94.5,243.0,256.5,WESN
28.0,38.0,44.0,28.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,147.9946524064171,166.04278074866312,194.91978609625667,166.04278074866312,ESWN
13.0,12.0,32.0,30.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,125.4424778761062,161.28318584070797,209.070796460177,179.2035398230089,EWSN
48.0,0.0,44.0,47.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,187.28323699421964,50.72254335260117,222.39884393063585,214.5953757225434,EWNS
29.0,32.0,47.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,151.04895104895104,174.65034965034965,269.05594405594405,80.24475524475525,ESNW
42.0,13.0,19.0,39.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,203.85906040268455,104.19463087248322,144.9664429530201,221.9798657718121,WNES
36.0,43.0,28.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,229.2452830188679,258.96226415094344,118.86792452830188,67.92452830188678,SNEW
26.0,8.0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,175.5,87.75,297.0,114.75,ENWS
26.0,20.0,16.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,177.90697674418607,130.8139534883721,177.90697674418607,188.3720930232558,WNES
47.0,14.0,39.0,35.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,226.3719512195122,57.6219512195122,193.44512195121948,197.5609756097561,NWES
29.0,14.0,13.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,245.45454545454544,207.10227272727272,138.0681818181818,84.375,NSEW
5.0,45.0,50.0,33.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,74.17582417582418,215.1098901098901,233.6538461538462,152.0604395604396,ESWN
49.0,6.0,6.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,260.3571428571429,67.5,43.39285714285714,303.75,WNSE
3.0,38.0,17.0,49.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,79.41176470588236,213.4191176470588,124.0808823529412,258.0882352941176,WSEN
19.0,47.0,20.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,117.85714285714285,278.57142857142856,133.92857142857144,144.64285714285714,SWEN
3.0,23.0,13.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,77.34375,182.8125,196.875,217.96875,WESN
20.0,12.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,207.0,108.0,198.0,162.0,NEWS
27.0,20.0,34.0,19.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,183.6397058823529,188.6029411764706,193.56617647058823,109.19117647058825,ESNW
83.0,99.0,91.0,93.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,155.38366336633663,195.48267326732676,160.3960396039604,163.73762376237624,SWEN
20.0,2.0,45.0,33.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,149.49664429530202,67.95302013422818,240.1006711409396,217.44966442953017,EWNS
29.0,5.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,186.42857142857144,32.14285714285714,102.85714285714286,353.5714285714286,WNES
21.0,34.0,50.0,46.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,101.42487046632124,181.8652849740933,220.33678756476684,171.37305699481868,ESWN
2.0,31.0,29.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,51.92307692307693,229.94505494505492,252.19780219780225,140.93406593406593,ESWN
32.0,33.0,27.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,162.406015037594,182.70676691729324,137.0300751879699,192.85714285714283,WSNE
18.0,31.0,6.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,229.639175257732,236.5979381443299,111.340206185567,97.42268041237114,SNEW
40.0,9.0,20.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,290.9482758620689,128.01724137931032,145.47413793103448,110.5603448275862,NESW
22.0,45.0,27.0,24.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,129.34131736526948,254.64071856287427,121.25748502994011,169.7604790419162,SWNE
48.0,27.0,36.0,33.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,235.2857142857143,104.14285714285714,208.28571428571428,127.28571428571428,NEWS
38.0,14.0,43.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,228.54330708661416,170.0787401574803,228.54330708661416,47.83464566929134,NESW
36.0,3.0,0.0,29.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,340.6542056074765,132.47663551401868,18.92523364485981,182.9439252336448,NWSE
28.0,14.0,9.0,47.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,186.8303571428572,102.45535714285714,84.375,301.3392857142857,WNSE
72.0,64.0,98.0,81.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,170.64606741573033,127.03651685393258,195.29494382022472,182.0224719101124,EWNS
12.0,15.0,15.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,112.5,218.3823529411765,218.3823529411765,125.73529411764709,SEWN
46.0,4.0,50.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,271.9424460431655,67.98561151079137,330.21582733812954,4.85611510791367,ENSW
45.0,12.0,47.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,289.2857142857143,114.79591836734694,252.55102040816328,18.367346938775512,NESW
9.0,10.0,3.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,72.32142857142857,104.46428571428572,144.64285714285714,353.5714285714286,WESN
36.0,2.0,31.0,44.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,220.5,45.0,198.0,211.50000000000003,NWES
24.0,35.0,24.0,18.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,149.42748091603056,231.8702290076336,200.95419847328247,92.74809160305344,SENW
37.0,45.0,17.0,43.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,159.26966292134833,200.98314606741573,121.34831460674158,193.3988764044944,SWNE
42.0,2.0,27.0,30.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,285.21126760563374,33.274647887323944,199.6478873239437,156.8661971830986,NEWS
23.0,28.0,43.0,31.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,157.36196319018404,115.95092024539878,240.18404907975457,161.50306748466258,EWNS
36.0,47.0,45.0,34.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,172.125,158.625,185.62500000000003,158.625,ENSW
8.0,42.0,6.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,98.18181818181816,276.1363636363636,85.90909090909089,214.7727272727273,SWNE
41.0,32.0,6.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,214.7727272727273,140.25974025974028,92.04545454545452,227.92207792207796,WNSE
6.0,27.0,22.0,22.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,101.78571428571428,241.07142857142856,187.5,144.64285714285714,SEWN
11.0,11.0,8.0,19.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,210.48387096774195,79.83870967741936,188.7096774193548,195.9677419354839,NWES
26.0,30.0,15.0,20.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,162.2093023255814,235.46511627906975,146.51162790697674,130.8139534883721,SNEW
85.0,92.0,68.0,70.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,161.16573033707866,199.0870786516854,147.8932584269663,166.85393258426967,SWNE
29.0,16.0,14.0,18.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,262.83185840707966,173.23008849557522,83.62831858407081,155.30973451327438,NSWE
11.0,19.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,116.015625,232.03125,200.390625,126.5625,SEWN
28.0,43.0,17.0,17.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,199.03846153846155,242.3076923076923,138.46153846153845,95.1923076923077,SNEW
17.0,3.0,26.0,39.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,147.8102189781022,103.46715328467153,192.1532846715328,231.56934306569343,WENS
60.0,91.0,68.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,140.81125827814566,203.3940397350993,169.8675496688742,160.9271523178808,SEWN
50.0,26.0,24.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,268.98496240601503,131.95488721804512,121.80451127819548,152.25563909774436,NWSE
48.0,45.0,27.0,32.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,190.19337016574588,223.75690607734805,111.87845303867402,149.17127071823205,SNWE
37.0,30.0,4.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,246.5217391304348,176.0869565217391,41.08695652173913,211.30434782608697,NWSE
15.0,26.0,32.0,47.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,98.68421052631578,153.9473684210526,177.6315789473684,244.73684210526312,WESN
36.0,1.0,42.0,44.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,225.0,25.0,187.5,237.5,WNES
35.0,23.0,25.0,15.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,251.86567164179104,130.97014925373136,216.6044776119403,75.5597014925373,NESW
4.0,4.0,12.0,20.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,161.61971830985914,85.56338028169014,114.08450704225352,313.7323943661972,WNES
0.0,46.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,337.5,52.94117647058823,284.5588235294117,SWEN
47.0,29.0,37.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,206.47058823529412,135.0,198.52941176470588,135.0,NESW
7.0,22.0,41.0,6.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,129.80769230769232,166.1538461538462,254.4230769230769,124.61538461538464,ESNW
14.0,22.0,20.0,35.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,95.625,208.125,129.375,241.875,WSEN
34.0,39.0,45.0,5.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,192.85714285714283,211.4010989010989,222.52747252747253,48.21428571428571,ESNW
23.0,37.0,50.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,107.06896551724138,186.20689655172413,293.27586206896547,88.44827586206898,ESNW
22.0,33.0,16.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,168.75,290.25,141.75,74.25,SNEW
10.0,10.0,36.0,49.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,126.8456375838926,81.54362416107384,221.9798657718121,244.63087248322148,WENS
25.0,6.0,22.0,23.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,221.31147540983605,88.52459016393443,165.98360655737704,199.1803278688525,NWES
31.0,17.0,30.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,219.375,95.625,196.875,163.125,NEWS
39.0,45.0,39.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,176.0869565217391,222.20496894409936,197.0496894409938,79.6583850931677,SENW
0.0,20.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,221.31147540983605,453.6885245901639,0.0,ESNW
35.0,34.0,41.0,33.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,176.0869565217391,179.75543478260872,179.75543478260872,139.40217391304347,SENW
11.0,32.0,47.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,76.20967741935483,174.19354838709677,272.1774193548387,152.4193548387097,ESWN
35.0,39.0,40.0,32.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,156.57216494845358,180.9278350515464,191.36597938144328,146.13402061855672,ESNW
24.0,12.0,46.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,133.88429752066116,83.67768595041323,329.1322314049587,128.30578512396696,ENWS
0.0,5.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,117.3913043478261,220.10869565217396,337.5,WESN
23.0,11.0,33.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,199.4318181818182,122.72727272727272,291.47727272727275,61.36363636363636,ENSW
20.0,33.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,175.78125,323.4375,119.53125,56.25,SNEW
35.0,27.0,9.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,233.1818181818182,214.7727272727273,73.63636363636364,153.4090909090909,NSWE
2.0,22.0,36.0,40.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,95.74468085106383,153.1914893617021,172.3404255319149,253.7234042553192,WESN
28.0,34.0,25.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,165.0,210.0,140.0,160.00000000000003,SNWE
2.0,44.0,45.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,39.70588235294117,266.5966386554622,328.9915966386555,39.70588235294117,ESNW
18.0,9.0,27.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,146.13402061855672,153.0927835051546,278.35051546391753,97.42268041237114,ESNW
1.0,45.0,21.0,26.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,99.4186046511628,313.953488372093,125.58139534883722,136.04651162790697,SWEN
17.0,0.0,48.0,43.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,132.06521739130434,0.0,259.23913043478257,283.695652173913,WENS
27.0,10.0,40.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,159.86842105263156,59.21052631578947,266.44736842105266,189.4736842105263,EWNS
5.0,47.0,24.0,28.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,26.5748031496063,329.5275590551181,154.13385826771656,164.76377952755908,SWEN
19.0,1.0,44.0,50.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,170.0787401574803,5.314960629921259,233.85826771653535,265.748031496063,WENS
15.0,32.0,10.0,7.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,212.14285714285717,289.2857142857143,96.42857142857142,77.14285714285714,SNEW
47.0,34.0,49.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,226.25698324022343,184.77653631284915,214.94413407821227,49.02234636871509,NESW
86.0,75.0,80.0,60.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,189.00000000000003,162.0,193.15384615384616,130.84615384615384,ENSW
47.0,3.0,31.0,40.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,230.38922155688624,12.125748502994009,198.05389221556888,234.4311377245509,WNES
11.0,26.0,22.0,32.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,122.19827586206895,180.38793103448276,186.20689655172413,186.20689655172413,EWSN
78.0,83.0,95.0,68.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,182.5352112676056,167.3239436619718,180.6338028169014,144.50704225352112,NESW
38.0,0.0,21.0,14.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,324.76415094339626,31.83962264150944,165.56603773584905,152.83018867924528,NEWS
42.0,32.0,32.0,49.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,220.10869565217396,146.7391304347826,128.39673913043478,179.75543478260872,NWSE
24.0,24.0,42.0,38.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,151.60427807486633,115.50802139037432,205.74866310160428,202.13903743315507,EWNS
10.0,21.0,30.0,42.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,120.38216560509552,124.68152866242038,193.47133757961785,236.46496815286625,WESN
24.0,23.0,39.0,45.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,140.77540106951872,119.11764705882356,205.74866310160428,209.3582887700535,WENS
41.0,35.0,13.0,13.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,215.15625,223.59375,118.125,118.125,SNEW
3.0,25.0,32.0,43.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,74.08536585365854,176.9817073170732,185.21341463414635,238.719512195122,WESN
1.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,144.10112359550558,75.84269662921348,113.76404494382022,341.29213483146066,WNES
1.0,41.0,1.0,31.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,90.0,303.75,22.5,258.75,SWNE
2.0,8.0,41.0,19.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,71.05263157894737,153.9473684210526,290.1315789473684,159.86842105263156,EWSN
20.0,36.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,118.42105263157896,272.3684210526316,278.2894736842105,5.921052631578948,ESNW
0.0,6.0,21.0,29.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,99.26470588235294,158.8235294117647,191.91176470588235,225.0,WESN
38.0,1.0,9.0,42.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,244.14893617021275,52.659574468085104,105.3191489361702,272.8723404255319,WNES
48.0,36.0,5.0,42.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,212.50000000000003,225.0,62.49999999999999,174.99999999999997,SNWE
44.0,6.0,19.0,31.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,234.5744680851064,114.89361702127658,114.89361702127658,210.6382978723404,NWSE
12.0,7.0,43.0,41.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,113.255033557047,77.01342281879197,253.6912751677852,231.04026845637583,EWNS
41.0,25.0,2.0,45.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,195.28301886792448,182.5471698113208,84.90566037735849,212.26415094339623,WNSE
2.0,37.0,6.0,30.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,27.217741935483872,255.8467741935484,130.64516129032256,261.2903225806451,WSEN
23.0,49.0,32.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,126.2589928057554,252.5179856115108,242.80575539568343,53.41726618705035,SENW
15.0,36.0,9.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,124.2,194.4,75.6,280.79999999999995,WSNE
15.0,30.0,34.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,97.82608695652176,185.8695652173913,239.6739130434783,151.6304347826087,ESWN
81.0,97.0,88.0,85.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,155.9010152284264,197.01776649746196,176.45939086294416,145.6218274111675,SENW
12.0,25.0,11.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,108.87096774193547,239.51612903225808,188.7096774193548,137.90322580645162,SEWN
9.0,11.0,25.0,30.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,185.969387755102,110.20408163265306,172.19387755102042,206.6326530612245,WNES
77.0,96.0,97.0,69.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,146.7391304347826,194.42934782608697,192.5951086956522,141.2364130434783,SENW
62.0,60.0,64.0,60.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,181.0975609756098,171.6898954703833,174.04181184668988,148.1707317073171,NESW
25.0,15.0,7.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,252.33644859813083,145.09345794392522,157.71028037383178,119.85981308411216,NESW
34.0,20.0,2.0,21.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,247.5,157.5,95.625,174.37500000000003,NWSE
32.0,9.0,19.0,46.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,194.24460431654677,116.54676258992806,116.54676258992806,247.66187050359716,WNSE
28.0,5.0,46.0,25.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,187.2262773722628,64.05109489051094,275.9124087591241,147.8102189781022,ENWS
10.0,6.0,40.0,41.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,61.36363636363636,67.5,245.45454545454544,300.68181818181813,WESN
45.0,29.0,29.0,35.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,200.0,195.83333333333331,120.83333333333331,158.33333333333334,NSWE
23.0,9.0,3.0,33.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,242.76315789473688,82.89473684210526,106.57894736842104,242.76315789473688,NWES
23.0,27.0,28.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,171.34615384615384,218.0769230769231,145.38461538461542,140.1923076923077,SNEW
45.0,21.0,17.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,290.9482758620689,168.75,174.5689655172414,40.73275862068966,NESW
9.0,26.0,8.0,43.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,84.375,174.77678571428572,138.61607142857144,277.2321428571429,WSEN
15.0,5.0,15.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,117.73255813953487,78.48837209302324,180.52325581395348,298.2558139534884,WENS
