vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,time_of_day,green_N,green_S,green_E,green_W,priority_order
24.0,45.0,10.0,15.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,130.0,183.3333333333333,60.0,76.66666666666664,SNWE
33.0,17.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,176.78571428571428,133.92857142857144,139.2857142857143,0.0,NESW
37.0,3.0,40.0,37.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,129.8076923076923,46.15384615384615,138.46153846153848,135.5769230769231,EWNS
32.0,10.0,0.0,13.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,187.12871287128712,124.75247524752476,44.55445544554456,93.56435643564356,NSWE
7.0,13.0,47.0,23.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,53.57142857142857,100.0,196.42857142857144,100.0,ESWN
26.0,1.0,10.0,14.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,164.73214285714283,44.19642857142857,112.5,128.57142857142856,NWES
21.0,13.0,37.0,39.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,94.25675675675676,85.13513513513514,127.70270270270268,142.9054054054054,WENS
23.0,7.0,3.0,12.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,114.70588235294116,110.2941176470588,92.64705882352942,132.3529411764706,WNSE
39.0,6.0,48.0,44.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,151.77514792899407,37.278106508875744,135.7988165680473,125.14792899408282,NEWS
2.0,49.0,12.0,24.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,40.6015037593985,175.93984962406014,101.50375939849624,131.95488721804512,SWEN
48.0,45.0,34.0,43.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,139.65517241379308,99.7536945812808,108.62068965517244,101.9704433497537,NEWS
15.0,22.0,3.0,17.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,153.4090909090909,112.5,81.81818181818183,102.27272727272728,NSWE
7.0,37.0,29.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,25.2,180.0,169.2,75.6,SEWN
11.0,27.0,8.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,148.2954545454546,163.63636363636363,132.95454545454544,5.113636363636364,SNEW
9.0,35.0,7.0,7.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,88.39285714285714,200.8928571428572,100.44642857142858,60.26785714285714,SENW
49.0,19.0,19.0,19.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,156.0,102.0,111.0,81.0,NESW
34.0,27.0,34.0,34.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,126.0,111.0,102.0,111.0,NSWE
28.0,30.0,10.0,37.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,121.69811320754717,135.8490566037736,36.79245283018868,155.66037735849056,WSNE
48.0,20.0,37.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,142.54658385093165,64.28571428571428,103.41614906832297,139.75155279503105,NWES
26.0,1.0,49.0,33.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,138.46153846153848,44.05594405594405,163.63636363636363,103.84615384615388,ENWS
78.0,65.0,90.0,78.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,108.10055865921788,98.04469273743014,129.46927374301677,114.38547486033518,EWNS
28.0,40.0,29.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,109.45945945945948,121.62162162162164,103.3783783783784,115.54054054054052,SWNE
8.0,27.0,27.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,84.375,126.5625,150.0,89.0625,ESWN
19.0,35.0,32.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,98.78048780487804,128.0487804878049,128.0487804878049,95.12195121951218,SENW
48.0,19.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,191.15044247787608,115.4867256637168,55.75221238938053,87.61061946902655,NSWE
13.0,21.0,49.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,90.0,67.5,205.7142857142857,86.78571428571428,ENWS
9.0,23.0,48.0,36.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,28.52112676056338,129.92957746478874,177.46478873239434,114.08450704225352,ESWN
16.0,49.0,7.0,17.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,96.66666666666669,223.33333333333331,23.33333333333333,106.66666666666669,SWNE
40.0,47.0,24.0,34.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,139.04494382022472,131.46067415730334,85.95505617977528,93.53932584269664,NSWE
25.0,13.0,23.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,115.38461538461536,69.23076923076924,88.46153846153845,176.9230769230769,WNES
73.0,81.0,87.0,98.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,111.27717391304346,102.71739130434784,106.3858695652174,129.6195652173913,WNES
48.0,34.0,30.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,158.1818181818182,100.90909090909092,117.27272727272728,73.63636363636364,NESW
28.0,40.0,50.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,78.37078651685394,121.34831460674158,126.40449438202248,123.87640449438202,EWSN
4.0,5.0,38.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,97.15909090909092,25.56818181818182,209.6590909090909,117.61363636363636,EWNS
41.0,40.0,26.0,32.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,131.25,124.21875,96.09375,98.4375,NSWE
40.0,5.0,21.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,255.15463917525773,23.19587628865979,97.42268041237114,74.22680412371135,NEWS
26.0,35.0,39.0,13.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,116.0377358490566,107.54716981132076,161.32075471698113,65.0943396226415,ENSW
36.0,36.0,24.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,132.83132530120483,97.59036144578312,105.72289156626508,113.85542168674698,NWES
19.0,24.0,31.0,23.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,127.43362831858406,95.57522123893806,135.39823008849558,91.59292035398232,ENSW
15.0,5.0,33.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,108.94736842105264,94.73684210526316,194.21052631578948,52.10526315789474,ENSW
9.0,49.0,34.0,43.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,46.08433734939759,154.51807228915663,105.72289156626508,143.67469879518072,SWEN
36.0,0.0,43.0,16.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,162.13235294117646,16.544117647058826,191.91176470588235,79.41176470588236,ENWS
40.0,48.0,15.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,165.62500000000003,190.625,62.50000000000001,31.250000000000004,SNEW
27.0,35.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,112.5,166.66666666666666,58.333333333333336,112.5,SNWE
46.0,27.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,219.4214876033058,167.35537190082644,40.909090909090914,22.314049586776857,NSEW
17.0,4.0,16.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,84.6153846153846,34.61538461538462,111.53846153846156,219.23076923076923,WENS
5.0,29.0,18.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,53.669724770642205,132.11009174311928,86.69724770642202,177.52293577981652,WSEN
16.0,20.0,7.0,36.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,75.6637168141593,151.3274336283186,79.64601769911503,143.36283185840705,SWEN
46.0,25.0,33.0,26.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,143.78698224852067,114.49704142011834,95.85798816568048,95.85798816568048,NSEW
13.0,25.0,45.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,57.85714285714285,128.57142857142856,192.85714285714283,70.71428571428572,ESWN
10.0,44.0,23.0,32.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,54.72972972972973,179.3918918918919,94.25675675675676,121.62162162162164,SWEN
49.0,27.0,32.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,177.2727272727273,119.3181818181818,119.3181818181818,34.09090909090909,NSEW
47.0,40.0,38.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,119.49152542372882,101.69491525423727,134.74576271186442,94.06779661016948,ENSW
0.0,29.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,74.05063291139241,210.7594936708861,0.0,165.18987341772151,SWNE
40.0,48.0,8.0,48.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,93.2642487046632,153.8860103626943,48.96373056994819,153.8860103626943,SWNE
44.0,37.0,7.0,21.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,176.08695652173913,130.43478260869566,48.91304347826087,94.56521739130434,NSWE
18.0,34.0,15.0,48.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,79.00763358778626,127.09923664122138,61.832061068702295,182.0610687022901,WSNE
29.0,30.0,16.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,106.96721311475407,121.72131147540983,106.96721311475407,114.344262295082,SWNE
43.0,34.0,38.0,26.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,119.44444444444446,130.55555555555557,119.44444444444446,80.55555555555556,SNEW
49.0,14.0,28.0,23.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,171.1267605633803,101.40845070422534,104.5774647887324,72.88732394366197,NESW
14.0,22.0,1.0,13.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,105.55555555555554,222.22222222222217,49.99999999999999,72.22222222222223,SNWE
34.0,22.0,35.0,16.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,154.96688741721852,89.40397350993376,113.2450331125828,92.38410596026492,NEWS
2.0,28.0,46.0,40.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,47.53521126760563,88.73239436619717,186.97183098591543,126.76056338028172,EWSN
50.0,24.0,13.0,31.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,180.5555555555556,75.0,86.1111111111111,108.33333333333331,NWES
18.0,44.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,118.86792452830188,186.7924528301887,76.41509433962261,67.92452830188678,SNEW
7.0,30.0,5.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,108.79120879120876,237.36263736263737,24.725274725274723,79.12087912087915,SNWE
37.0,50.0,41.0,39.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,113.63636363636364,125.0,93.18181818181816,118.1818181818182,SWNE
28.0,33.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,114.54545454545452,175.9090909090909,24.545454545454543,135.0,SWNE
34.0,33.0,39.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,146.6666666666667,110.0,130.0,63.333333333333336,NESW
3.0,33.0,46.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,39.6,136.79999999999998,183.6,90.0,ESWN
8.0,27.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,45.56962025316455,199.3670886075949,85.44303797468355,119.62025316455691,SWEN
33.0,21.0,40.0,37.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,121.76470588235291,76.76470588235294,105.88235294117644,145.58823529411765,WNES
47.0,13.0,39.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,199.5967741935484,47.17741935483871,177.8225806451613,25.40322580645161,NESW
4.0,37.0,42.0,44.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,20.192307692307693,144.23076923076928,150.0,135.5769230769231,ESWN
15.0,42.0,30.0,47.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,54.8780487804878,142.68292682926833,123.47560975609755,128.96341463414635,SWEN
12.0,23.0,9.0,31.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,81.81818181818183,133.88429752066116,81.81818181818183,152.47933884297518,WSNE
29.0,3.0,21.0,44.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,137.109375,38.671875,108.984375,165.234375,WNES
43.0,26.0,38.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,146.93877551020407,94.89795918367348,131.6326530612245,76.53061224489794,NESW
1.0,37.0,9.0,49.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,55.81395348837209,139.53488372093025,83.72093023255816,170.93023255813958,WSEN
14.0,14.0,40.0,20.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,92.3076923076923,65.38461538461539,203.84615384615384,88.46153846153845,ENWS
34.0,21.0,23.0,27.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,126.92307692307692,103.84615384615388,89.4230769230769,129.8076923076923,WNSE
19.0,5.0,31.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,78.44036697247707,82.56880733944956,181.651376146789,107.3394495412844,EWSN
15.0,23.0,27.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,77.81954887218046,77.81954887218046,142.10526315789474,152.25563909774436,WENS
43.0,23.0,14.0,28.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,161.1940298507463,127.61194029850746,57.08955223880597,104.1044776119403,NSWE
45.0,21.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,189.07563025210084,136.1344537815126,124.78991596638656,0.0,NSEW
40.0,30.0,24.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,179.3478260869565,114.13043478260872,136.95652173913044,19.565217391304348,NESW
5.0,28.0,40.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,39.823008849557525,131.41592920353983,171.2389380530973,107.52212389380531,ESWN
23.0,46.0,17.0,24.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,109.61538461538464,170.1923076923077,100.96153846153848,69.23076923076924,SNEW
44.0,4.0,12.0,42.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,191.33858267716536,67.32283464566929,42.51968503937008,148.8188976377953,NWSE
13.0,34.0,12.0,39.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,82.89473684210526,153.94736842105263,47.36842105263158,165.78947368421052,WSNE
30.0,17.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,192.85714285714283,108.48214285714286,68.30357142857142,80.35714285714286,NSWE
14.0,30.0,33.0,23.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,84.96503496503496,125.87412587412588,135.3146853146853,103.84615384615388,ESWN
19.0,23.0,14.0,10.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,121.9626168224299,172.4299065420561,113.55140186915884,42.05607476635514,SNEW
23.0,5.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,169.56521739130437,65.21739130434783,123.91304347826086,91.30434782608695,NEWS
19.0,19.0,29.0,45.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,74.5398773006135,93.86503067484662,107.66871165644172,173.9263803680982,WESN
30.0,27.0,44.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,135.0,105.0,186.0,24.0,ENSW
50.0,33.0,42.0,47.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,119.84924623115576,81.4070351758794,135.67839195979897,113.06532663316582,ENWS
23.0,13.0,22.0,19.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,152.47933884297518,59.50413223140496,111.5702479338843,126.44628099173552,NWES
32.0,4.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,139.91596638655463,15.12605042016807,56.72268907563025,238.2352941176471,WNES
6.0,45.0,14.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,69.51219512195122,230.4878048780488,98.78048780487804,51.21951219512195,SENW
15.0,43.0,6.0,14.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,113.44537815126051,230.672268907563,52.94117647058823,52.94117647058823,SNEW
22.0,21.0,23.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,133.92857142857144,139.2857142857143,150.0,26.785714285714285,ESNW
1.0,12.0,21.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,59.63855421686747,162.65060240963857,211.44578313253012,16.265060240963855,ESNW
19.0,6.0,7.0,23.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,153.1914893617021,76.59574468085106,47.87234042553192,172.3404255319149,WNSE
28.0,37.0,29.0,41.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,115.17857142857142,125.89285714285714,77.67857142857143,131.25,WSNE
30.0,25.0,18.0,22.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,119.58041958041956,110.13986013986016,103.84615384615388,116.43356643356644,NWSE
40.0,20.0,20.0,19.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,170.45454545454544,68.18181818181819,112.5,98.86363636363636,NEWS
40.0,46.0,49.0,33.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,111.9402985074627,132.08955223880596,132.08955223880596,73.88059701492537,SENW
6.0,42.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,57.79816513761468,206.42201834862388,107.3394495412844,78.44036697247707,SEWN
41.0,26.0,29.0,42.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,139.22651933701655,96.96132596685084,109.39226519337016,104.41988950276244,NEWS
47.0,26.0,34.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,160.71428571428572,105.1948051948052,143.1818181818182,40.909090909090914,NESW
60.0,97.0,85.0,95.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,82.03753351206434,120.64343163538874,114.6112600536193,132.7077747989276,WSEN
5.0,28.0,23.0,40.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,62.06896551724138,96.20689655172414,127.24137931034484,164.48275862068968,WESN
19.0,12.0,22.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,100.0,100.0,181.81818181818176,68.18181818181819,ENSW
41.0,23.0,39.0,32.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,126.21951219512196,71.34146341463416,142.68292682926833,109.7560975609756,ENWS
49.0,42.0,3.0,46.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,135.0,142.5,20.000000000000004,152.50000000000003,WSNE
23.0,33.0,45.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,104.88721804511276,111.65413533834588,203.00751879699249,30.45112781954887,ESNW
32.0,27.0,45.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,134.71337579617835,128.98089171974522,143.312101910828,42.99363057324841,ENSW
9.0,50.0,28.0,50.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.47058823529412,155.8823529411765,97.05882352941175,170.58823529411762,WSEN
27.0,3.0,18.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,206.89655172413788,41.37931034482759,144.82758620689654,56.896551724137936,NEWS
14.0,38.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,57.5187969924812,155.63909774436092,16.917293233082706,219.9248120300752,WSNE
21.0,18.0,47.0,46.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,79.71428571428571,72.0,154.2857142857143,144.0,EWNS
10.0,12.0,49.0,16.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,76.27118644067797,64.83050847457628,217.37288135593215,91.52542372881356,EWNS
14.0,8.0,42.0,19.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,64.28571428571428,86.97478991596638,215.54621848739492,83.19327731092437,ESWN
42.0,18.0,41.0,43.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,129.75460122699388,71.77914110429448,121.4723926380368,126.99386503067484,NWES
42.0,41.0,21.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,162.3417721518987,159.49367088607596,96.8354430379747,31.329113924050635,NSEW
9.0,14.0,2.0,37.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,114.62264150943396,135.8490566037736,8.49056603773585,191.03773584905665,WSNE
27.0,1.0,21.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,158.57142857142856,47.14285714285714,111.42857142857144,132.85714285714286,NWES
4.0,10.0,32.0,31.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,59.30232558139535,97.67441860465117,122.09302325581396,170.93023255813958,WESN
47.0,9.0,15.0,18.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,190.0,80.00000000000001,76.66666666666664,103.33333333333336,NWSE
5.0,11.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,56.25,147.65625,133.59375,112.5,SEWN
20.0,31.0,39.0,33.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,98.27586206896552,126.72413793103446,113.79310344827589,111.20689655172414,SEWN
46.0,23.0,23.0,47.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,149.22279792746113,83.93782383419689,88.60103626943007,128.23834196891193,NWES
5.0,8.0,2.0,43.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,59.21052631578947,90.78947368421052,78.94736842105263,221.05263157894737,WSEN
18.0,28.0,5.0,49.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,81.81818181818183,135.3146853146853,47.2027972027972,185.6643356643357,WSNE
30.0,26.0,40.0,46.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,83.77659574468085,105.3191489361702,114.89361702127658,146.01063829787233,WESN
0.0,32.0,15.0,28.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,51.52671755725191,171.75572519083966,68.70229007633588,158.0152671755725,SWEN
